epoch,train_loss,val_loss,psnr,ssim,lr
340,12.592279434204102,9.574166250228881,tensor(0.9402),tensor(15.9829),5e-05
341,12.610311126708984,9.595102095603943,tensor(0.9395),tensor(15.9157),5e-05
342,12.717495727539063,9.552247405052185,tensor(0.9403),tensor(15.9337),5e-05
343,12.622465705871582,9.582124829292297,tensor(0.9406),tensor(15.9932),5e-05
344,12.489747619628906,9.544754695892333,tensor(0.9407),tensor(15.9139),5e-05
345,12.402339553833007,9.548978090286255,tensor(0.9401),tensor(15.9102),5e-05
346,12.357616996765136,9.552102828025818,tensor(0.9405),tensor(15.9050),5e-05
347,12.385546684265137,9.563124561309815,tensor(0.9405),tensor(15.9330),5e-05
348,12.441043090820312,9.534500789642333,tensor(0.9405),tensor(15.8870),5e-05
349,12.418858337402344,9.517683219909667,tensor(0.9408),tensor(15.8663),5e-05
350,12.40513973236084,9.49314239025116,tensor(0.9409),tensor(15.8273),5e-05
351,12.362299156188964,9.504817938804626,tensor(0.9411),tensor(15.8037),5e-05
352,12.479328155517578,9.531379103660583,tensor(0.9408),tensor(15.8080),5e-05
353,12.528979110717774,9.483397817611694,tensor(0.9411),tensor(15.7990),5e-05
354,12.455824851989746,9.520770025253295,tensor(0.9413),tensor(15.8545),5e-05
355,12.43962116241455,9.525464797019959,tensor(0.9410),tensor(15.8904),5e-05
356,12.407516860961914,9.584261107444764,tensor(0.9409),tensor(15.8637),5e-05
357,12.534309005737304,9.574968266487122,tensor(0.9404),tensor(15.9616),5e-05
358,12.523379707336426,9.531967711448669,tensor(0.9413),tensor(15.8407),5e-05
359,12.732486343383789,9.50352385044098,tensor(0.9413),tensor(15.8591),5e-05
360,13.044354248046876,9.490743982791901,tensor(0.9411),tensor(15.8356),5e-05
361,13.05851345062256,9.487047290802002,tensor(0.9414),tensor(15.7987),5e-05
362,12.562745666503906,9.467854475975036,tensor(0.9414),tensor(15.7867),5e-05
363,12.628105163574219,9.511883485317231,tensor(0.9416),tensor(15.8352),5e-05
364,12.719911193847656,9.459333181381226,tensor(0.9416),tensor(15.7780),5e-05
365,12.97876033782959,9.45255093574524,tensor(0.9417),tensor(15.7373),5e-05
366,12.935000991821289,9.488552594184876,tensor(0.9414),tensor(15.7949),5e-05
367,12.80887451171875,9.50051828622818,tensor(0.9411),tensor(15.8323),5e-05
368,12.688574600219727,9.461016654968262,tensor(0.9418),tensor(15.7541),5e-05
369,12.373348617553711,9.47130091190338,tensor(0.9419),tensor(15.8091),5e-05
370,12.326192855834961,9.439917922019958,tensor(0.9418),tensor(15.6707),5e-05
371,12.323481178283691,9.402173233032226,tensor(0.9416),tensor(15.6482),5e-05
372,12.233683013916016,9.390563130378723,tensor(0.9418),tensor(15.6123),5e-05
373,12.344665908813477,9.402339816093445,tensor(0.9422),tensor(15.6643),5e-05
374,12.590428352355957,9.447835659980774,tensor(0.9418),tensor(15.7191),5e-05
375,12.539155197143554,9.438155341148377,tensor(0.9422),tensor(15.7097),5e-05
376,12.462088012695313,9.476290535926818,tensor(0.9422),tensor(15.7540),5e-05
377,12.339797592163086,9.48033127784729,tensor(0.9418),tensor(15.7947),5e-05
378,12.554197692871094,9.559024667739868,tensor(0.9408),tensor(15.8179),5e-05
379,12.718681144714356,9.580244374275207,tensor(0.9408),tensor(15.9192),5e-05
380,12.486659812927247,9.59277856349945,tensor(0.9406),tensor(15.8471),5e-05
381,12.505162620544434,9.440695416927337,tensor(0.9415),tensor(15.7061),5e-05
382,12.50401954650879,9.465011191368102,tensor(0.9415),tensor(15.7901),5e-05
383,12.551514625549316,9.435311794281006,tensor(0.9418),tensor(15.7370),5e-05
384,12.442215156555175,9.41084680557251,tensor(0.9419),tensor(15.6445),5e-05
385,12.626865196228028,9.418438482284547,tensor(0.9416),tensor(15.6481),5e-05
386,12.340902328491211,9.415582525730134,tensor(0.9422),tensor(15.6650),5e-05
387,12.300107192993163,9.435407257080078,tensor(0.9420),tensor(15.7075),5e-05
388,12.263908386230469,9.395170760154723,tensor(0.9421),tensor(15.6287),5e-05
389,12.199376106262207,9.408732652664185,tensor(0.9417),tensor(15.6649),5e-05
390,12.18462963104248,9.40254249572754,tensor(0.9427),tensor(15.6413),5e-05
391,12.139147186279297,9.372554278373718,tensor(0.9425),tensor(15.6361),5e-05
392,12.087302780151367,9.394712114334107,tensor(0.9428),tensor(15.6174),5e-05
393,12.09106273651123,9.385057985782623,tensor(0.9424),tensor(15.6500),5e-05
394,12.105122947692871,9.373362958431244,tensor(0.9424),tensor(15.6064),5e-05
395,12.24664478302002,9.368115782737732,tensor(0.9424),tensor(15.6260),5e-05
396,12.277180480957032,9.377732110023498,tensor(0.9424),tensor(15.5634),5e-05
397,12.253521347045899,9.403783679008484,tensor(0.9422),tensor(15.6367),5e-05
398,12.193132591247558,9.369529020786285,tensor(0.9419),tensor(15.5611),5e-05
399,12.18952808380127,9.3692218542099,tensor(0.9422),tensor(15.5946),5e-05
400,12.206474113464356,9.371015572547913,tensor(0.9422),tensor(15.6183),5e-05
